"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,1.0,19074.77499607721,44433.83220258936,130.76798676176907,1096.1355557246482,46.40498696658065,2.9774551242367866,12.238710488574723,4.5827817836016465
2.0,1.0,19236.032133939043,40421.673627702716,130.38997535067696,1211.1616167088164,46.545955594672776,3.386872967006031,15.85100981912636,4.423212268297764
3.0,1.0,19401.5082028947,36412.41265430268,129.9134470306969,1103.2723527720009,46.154556928239955,3.0879403760923396,12.347921055624345,4.565802806604208
4.0,1.0,19570.01664383213,32403.51084319777,132.45226851842656,1248.7045842026573,45.17868175204864,3.514202807346927,17.21259907989034,4.463200714614075
5.0,1.0,19725.823974502113,28394.973265269324,130.5386145331825,953.2290003532024,45.28559567126065,2.647294186627013,10.572626028436225,4.856545030329513
6.0,1.0,19887.925481485414,24394.32163405904,135.3675679463286,1369.0293753855178,44.87264796660745,4.264631219401412,21.72689538462692,4.570483413530607
7.0,1.0,20054.514994806792,20400.256882516143,130.05160494729196,1237.4432702997717,45.751747940681255,3.800697163130388,16.448624118385474,4.48197689732576
8.0,1.0,20215.94539855651,16381.401013746314,136.46675485869017,1246.974311899905,44.03431175222555,3.6154056476613694,17.29210824884057,4.668936443548485
10.0,1.0,20385.563755901578,12380.793343715823,130.97244238571795,1175.2691894881834,44.65853197387758,3.454520570696866,15.71659844016303,4.55346879517241
11.0,1.0,20549.561869220117,8391.025015254363,131.10486500245742,1146.8894013493525,44.76762266700296,3.564995531599494,17.310130205596337,4.6685707934181355
12.0,1.0,20710.43273176849,4382.873440366278,133.25849405282605,1050.2412224983382,44.24924372891949,3.008153982861977,12.780068155121285,4.8209867898698615
14.0,1.0,23110.459706710797,40566.739129399546,133.20951493268078,1045.3960664294818,46.978935000661146,3.2165664923629524,13.308059785964424,4.912289303519476
15.0,1.0,23120.269167999566,44595.59331709761,131.29787795369714,1157.0080670431412,47.28833511983205,3.12335078871891,12.963445821978272,4.502178452873581
16.0,1.0,23445.145598278217,36575.4354249744,129.36237122307463,1034.8627937208637,45.89872936993847,2.784487863076968,10.606560702866927,4.621307205992961
17.0,1.0,23601.27611661584,32569.154770612542,130.55809133815086,1109.7285069591817,46.62626070979836,2.9250942658034806,11.971264119452373,4.523442382053307
18.0,1.0,23767.87474438165,28569.618104897534,133.73970712920115,1267.5905728183304,46.11607482423129,3.628786119453679,16.45372376822667,4.511290099036043
19.0,1.0,23933.13721122418,24574.465413996615,133.20274442727725,1283.4857118973734,45.488374810639804,3.5195588778666664,16.223325622603152,4.418901088195448
20.0,1.0,24093.861385219167,20558.068124507696,138.46728736736026,1128.0668808321593,44.06879142990684,3.3126861662997023,16.11906908300572,4.947224667312044
21.0,1.0,24260.849226537644,16547.142083625182,130.69813558237385,1213.2331108700569,45.363402933996255,3.4572691808406417,15.423685517642069,4.453368422425105
22.0,1.0,24427.815296301655,12552.444977751084,135.88389574700162,1181.8695887131516,44.91428351138174,3.5316207208345087,15.208635631374824,4.774873619375666
23.0,1.0,24591.56428243157,8559.49416404231,133.11421309966153,1315.1187096859007,45.467009028889194,3.48592501351535,15.003771709995101,4.338475161065966
24.0,1.0,24754.814904796473,4564.570848568763,131.1164845872888,1138.4255742117427,45.38881580540582,2.703635618352171,10.292790767113258,4.410127166402309
25.0,1.0,27160.497846516428,44759.07921531782,135.71385802663926,1195.1081587252518,46.14267849093536,3.693007476765381,16.61389665256172,4.794085846902538
26.0,1.0,27318.54299257077,40756.62392432759,131.74336288449942,1146.5758213974027,46.017655671590745,3.1953096955309856,13.17414722544477,4.569073184715379
27.0,1.0,27489.99402524128,36750.567878535156,134.7527953493611,1036.0578109284997,45.84325134592408,2.8384676769481643,11.029792229636515,4.862108237483057
28.0,1.0,27649.109727383024,32747.129281710695,132.56872895304946,1149.7231699976567,45.14613828053775,3.462240280460583,15.795891674433648,4.688335145254079
29.0,1.0,27812.446382661896,28749.08713351769,132.61257153269074,1322.346090261797,45.627593201360256,3.314707570163365,13.76541609642934,4.254184769397117
30.0,1.0,27978.456395076497,24736.65407604136,128.3009955769395,852.855697907135,47.02418561406179,3.0182542222872306,14.934341195413914,5.247154863297323
31.0,1.0,28122.73284637115,20725.23890198033,131.1541860665091,1114.3478622616847,45.351906494184476,2.939417400688331,11.170311799310328,4.5406425810343904
32.0,1.0,28295.83573526213,16722.55241344676,134.16216756986492,1277.9785028233805,45.247614753140624,3.5828055947282973,15.54440398305597,4.490251244094165
33.0,1.0,28461.558526375004,12723.497453723552,132.09604073302893,938.3703741939894,44.21098143793335,2.528759823712888,9.693244493869253,4.925726136426299
34.0,1.0,28621.737418083514,8724.143976578109,131.30065793933716,1135.905739898703,44.55540926726982,3.089205984687343,12.67643595722468,4.542118106427655
35.0,1.0,28794.483871149372,4727.494453017484,132.99520902235386,1078.9285024896592,44.28025883936771,2.9110757394202564,12.11307502780119,4.696701011261047
36.0,1.0,31191.372608308837,44916.359594724185,130.990069742062,1323.325760090316,47.099723697777364,3.714335720089288,15.310179507763106,4.306478166791312
37.0,1.0,31352.18562086278,40932.10477483185,133.21182587729695,1124.8280982729543,46.28864764339376,3.340438995756878,13.54999407878375,4.737192320489662
38.0,1.0,31511.580891431062,36911.88927983488,131.3039114727553,1041.0868534761855,45.40425747960372,2.7542195446247653,10.45143792997263,4.674386145848777
39.0,1.0,31676.14186953025,32908.20556349087,132.83743328654026,1004.2313358027038,45.536695368062716,2.8023791750808096,10.95178321269498,4.859212484427772
40.0,1.0,31842.154222906353,28908.679591607728,131.30312966716573,1236.9245529611737,45.94451087163217,2.9554480210294214,12.242963711328686,4.2752829346294385
41.0,1.0,31993.419814037272,24910.01953733888,133.5495723580339,1415.9669809515522,45.93878547649765,3.317765513345841,13.302471035136286,4.115290065504195
42.0,1.0,32155.567053326944,20907.371326005654,136.88048103209394,931.9340134132214,45.128779997098114,2.805526154638305,12.151023583615137,5.272079990429275
43.0,1.0,32324.521006134913,16877.31694546754,133.6897458577512,1263.752469139621,45.19954751276427,3.181546182050167,13.017999747280312,4.375610935833507
44.0,1.0,32489.981379059005,12874.893903117629,133.42370186584364,1328.9819454324506,45.342565717694704,3.219907953255146,13.91791143098566,4.244742354462548
45.0,1.0,32656.049286913953,8886.557525771736,134.9779264725761,1071.7819620124792,44.31336507852971,2.9000002962503153,12.284163472697946,4.79450474319721
46.0,1.0,32807.80239915756,4892.862706688619,134.89396485551944,1466.2804401194717,45.968548364197936,4.032701274361688,18.733196187528595,4.277817158592809
47.0,1.0,35194.68070594686,45086.686909337666,137.51947749490606,1231.1565236548192,46.20700545621479,3.4515416545853097,14.509785081616718,4.692386495085258
48.0,1.0,35357.53861128069,41084.04648017974,131.28136875616025,1163.3835523386304,46.931997035049385,2.908150873081085,10.687825120900916,4.419996446734186
49.0,1.0,35514.17141841647,37074.34885569198,135.17161180017752,1263.0550963861801,46.349232046078995,3.6058784698216355,16.310072391570717,4.573398145113684
50.0,1.0,35688.68634504686,33086.057289526136,132.81441078934515,1097.4819318213688,45.87844579361488,2.6162125609509097,9.6816428628733,4.54580402107697
51.0,1.0,35844.471862398685,29077.090053222786,132.04848854373114,1182.8107085667548,45.9690368449299,2.9158597868208793,11.263742059452094,4.40819728739051
52.0,1.0,36011.02605279908,25077.657976638042,132.92929415312665,1258.5084608313398,46.09330627453187,2.9849242269117275,12.041879517069088,4.300012658867113
