"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,1.0,18510.37108535447,44911.99640684693,181.7425225633753,2155.743189430005,59.805194368636194,6.702998055229946,44.226664252397065,6.13994135877783
2.0,1.0,18679.111893408106,40875.73162787208,188.56636572397034,2447.655727445339,58.06622886759886,7.803609375293669,55.3528571111619,6.452309889440214
3.0,1.0,18852.83699368569,36838.283322690266,176.9196589870613,2080.6405782537313,58.31625415650714,6.791086068910673,44.054802997113974,6.099798351333613
4.0,1.0,19037.470583158807,32806.69641077957,181.1341415393342,2352.673623460624,56.61213603908681,6.990064578257933,49.265684847298516,5.840536425762303
5.0,1.0,19201.89829537058,28767.06183490166,170.3233011992147,1847.5411448179354,57.271583979179944,6.547364850630044,45.779872167567454,6.180681421381284
6.0,1.0,19389.42569454113,24731.743179269542,178.08978667980048,2627.572296875351,57.59543830552036,7.047381390725492,49.74620462181587,5.242529980558339
7.0,1.0,19552.689332265094,20703.16382895581,176.66712991310106,2461.58347533983,56.75464951364689,7.44291014594898,52.79999133094892,5.620263870858672
8.0,1.0,19717.325829226134,16653.94584207328,163.21364794146632,2115.2020085946297,59.01287780201064,7.724798067284469,58.19420458753388,5.720940336127682
9.0,1.0,19896.425212549824,12625.502129168894,182.1605421818764,2116.308313333803,54.458566045669855,7.203785514519448,56.37482674996374,6.5310970286838295
10.0,1.0,20060.78660163876,8612.578213184217,163.4837075253934,2035.789632273005,58.54529161378163,7.423311113276228,56.52249035029029,5.775100062004884
11.0,1.0,20227.272576940093,4576.634375069854,170.6649676022817,1932.2691545330524,55.96096328004471,6.925310740273423,50.94843511266945,6.1830666111891
13.0,1.0,22552.609632613563,41016.39896624137,196.19002928243427,2472.5720577822817,56.33760041642119,7.052556921321025,49.097451320077575,6.403934566910486
14.0,1.0,22557.11238896575,45063.083092061985,193.0513604503682,2456.3738319693293,57.827577070430436,7.333900181930784,52.07491297865681,6.426522317772686
15.0,1.0,22901.415818411064,36992.95347256496,172.66260961280184,2003.6137138836161,60.40541398292496,6.808933127752424,47.46113268771787,6.0582259250193875
16.0,1.0,23066.549315120403,32959.66693818649,177.8737855819723,2150.732950314387,57.94592169722315,7.720106933016288,56.7216084711696,6.478415622619258
17.0,1.0,23247.537168544426,28933.310416708133,173.94249488762608,2270.35160193043,58.67461507710329,7.26624315045006,49.23831750837173,5.76603814513397
18.0,1.0,23422.23160617798,24899.663836593023,178.59305721695983,2137.2799352066036,54.64580527373243,6.755843391741302,50.56392199706142,6.042196704249413
19.0,1.0,23592.767510097463,20859.441865726567,171.11790421788749,1872.150880596734,57.48686619960004,6.853089006325642,46.55731407846883,6.327890836779271
20.0,1.0,23766.474159858455,16818.90820559336,179.89098133855202,2014.7804245123957,57.89857868628854,5.8952986177114655,39.75917308212844,5.9317021688140406
21.0,1.0,23941.480036085042,12794.01715154742,160.7808762145015,1838.8355902557691,59.48679036183196,7.635114206924775,55.37805485322426,6.207747911909183
22.0,1.0,24108.03737417204,8777.627824018897,171.67059533991446,2125.682442007432,58.946504040436,6.683034720689065,48.42899769007944,5.671864926683819
23.0,1.0,24273.143171956428,4755.8371859638655,163.75741751969136,1891.8106492864883,58.791149282818886,6.514903701683178,44.93534758278076,5.694044148961241
24.0,1.0,26618.51258521909,45230.52007171405,193.46482121418333,2412.895290842957,57.98351442049189,6.622069432552472,44.77323792907663,6.151943177023603
25.0,1.0,26777.508315295727,41192.41236934592,170.34757840431735,2176.728827273656,61.44844336268772,8.560455932309953,63.33811604534086,6.3910400218738985
26.0,1.0,26963.682260404163,37162.51607878466,180.52051784124845,2063.8999710693734,58.75139253770939,6.029770537290108,38.46624989429372,5.9249545605005896
27.0,1.0,27135.52512999741,33126.50710331466,167.3052835565571,1935.3964462727552,59.485662389165725,6.719877603378634,46.09530048642956,5.882402121135201
28.0,1.0,27303.016556433282,29096.18823029646,158.1321027253338,2261.6704230604773,61.44575281038228,8.491592030033553,58.651092082940345,5.459919766517515
29.0,1.0,27501.043779194653,25054.419943792123,189.49589589096598,2052.4429105865206,56.882707150504174,9.16273231090545,82.31946484399889,8.447767753105147
30.0,1.0,27645.07476415005,21019.364559209545,160.267415087681,1824.3931750896722,59.77057515343944,6.299273952333474,42.76877462772682,5.564977445583912
31.0,1.0,27818.675251136854,16983.155843541626,167.48067230026,2227.89935096035,58.776678380054456,7.171592294638159,49.715471129345254,5.475087700696159
32.0,1.0,27988.782569390452,12960.865750256995,157.78230517594903,1632.2290091087743,58.805161010736455,6.034739329298241,41.24118782881503,5.7850866803714265
33.0,1.0,28156.623892502397,8940.004119782338,169.3385334983409,1914.74984579953,57.76800555224432,6.631715613150816,50.20624593508265,5.999251242097354
34.0,1.0,28333.229487732275,4903.885953372727,156.41052577690664,1760.1691019041987,59.067802361124784,7.670094985982085,56.77922783444577,6.170660815897286
35.0,1.0,30659.690357287876,45370.45833535176,161.70412836570145,2227.802038225746,61.86043633560236,10.188334909694808,76.87029776356032,6.472424992925749
36.0,1.0,30831.43053002123,41353.419133896816,166.2147396401159,1976.4582890405215,58.873414971840184,6.217159612539328,42.52003605107871,5.493216693461316
37.0,1.0,31002.766382228525,37312.93273981698,167.2736132107703,1862.2111627444483,58.45818249608146,5.950268704979443,38.88297687500055,5.671825049817286
38.0,1.0,31177.43167900575,33271.491219577954,151.28720913631847,1787.5108046243913,60.483761258481124,7.616574781657302,53.56884657026023,5.755325980416941
39.0,1.0,31348.79653554431,29245.24673873306,175.709382393498,2306.634524060765,57.613925372651025,7.722794333972579,56.727619271897055,6.001284372475028
40.0,1.0,31514.435457586478,25213.390347746397,149.5280819866027,2227.2870766669753,61.468233898493246,9.59202718300912,74.41170368821646,5.4542966949205045
41.0,1.0,31721.820152461147,21150.996269380175,147.9732133881577,1706.108469386309,60.025266187878884,7.24620546446102,53.957836222238754,5.602553407374822
42.0,1.0,31857.565547939637,17138.61995260134,150.5240686411426,1964.848043848689,59.98713343063744,8.434731305419911,67.86875230476292,5.629797821474104
43.0,1.0,32031.079635389684,13113.237999927818,154.46020953198453,2116.4926358745106,59.5783451224859,9.235172848833257,75.57449356512234,5.853112277853126
44.0,1.0,32196.058036945713,9095.036766412557,154.62535157495842,1887.053740133263,58.32682349490271,8.380534945628753,70.06339499182207,6.0516517588131595
45.0,1.0,32361.970306427822,5068.286348435669,156.9192943567089,2452.4169126520483,59.065245087740585,10.461092878026543,97.3991587752323,5.776419396199379
46.0,1.0,34678.93137585851,45529.798089187716,157.63319031379427,2183.0775582069664,60.75336499648016,8.338567158691312,65.3784568496525,5.527636900318507
47.0,1.0,34847.33729419919,41507.65678263218,149.01380455138388,1941.3874657778483,61.32980338575503,8.410045760898369,64.23199249300133,5.583567938502862
48.0,1.0,35020.95666264946,37458.98623884621,144.4522500207595,1904.0292878492307,61.26208412969668,9.442928650544003,70.50899953861236,5.808006389721803
49.0,1.0,35199.89700861469,33441.90593900481,165.4256793200755,1950.2030793377642,57.25276307602933,7.061897942129238,49.67426868945784,5.911468046191968
50.0,1.0,35366.9643184167,29396.91346368166,143.58871198933633,2028.639944815572,61.081932916541035,8.98639294294807,65.26358771438662,5.290207886003413
51.0,1.0,35542.458419223265,25369.730080919046,155.85182035033748,2309.310026577292,60.304110285198085,8.817201050748649,71.8981691574227,5.368396006121828
52.0,1.0,35708.36027188299,21331.876317660888,150.03750356416907,2078.841790251027,59.488305042370186,8.460250529041504,68.11445669262105,5.361623231502514
53.0,1.0,35881.97377810191,17310.763061515685,146.53799616428614,2172.7778815539477,60.38066548571375,10.486122525379882,88.24742216079754,5.714427961224278
54.0,1.0,36046.93558938309,13272.74965899478,143.35820986202958,1716.6094742702696,59.55497769647314,8.376356506351529,67.57517933643385,5.783452287121698
55.0,1.0,36210.93747646085,9262.231434441226,144.98568420262822,2005.0132559442784,59.80564301565995,9.0530448508744,75.24295156832997,5.449642483345459
56.0,1.0,36376.28048156687,5220.275452814312,143.92464904924788,1939.156934205767,59.892066919612084,9.892542430314395,86.71742142122925,5.86486236110012
58.0,1.0,38682.045354969174,45705.56345349399,144.91287756085018,1869.8843344136706,66.20974099455844,9.941371683088597,85.2046474300014,6.136819770142807
59.0,1.0,38865.09376093301,41644.667029086086,147.00692602293137,2023.4192029983717,62.8135945137486,9.471089490724207,67.8463525955099,5.694949533852414
60.0,1.0,39034.14791508338,37612.817956126586,162.41024532235673,2203.401357235571,59.96532833604238,8.17403159027896,57.481190815194644,5.684788118333346
61.0,1.0,39205.25131935448,33591.7252192223,142.18433977774623,1917.4249163552406,62.37838385430889,8.74209066503775,62.71516680456708,5.358708778054499
62.0,1.0,39372.43316699303,29545.94842109943,152.6303371405866,2053.003847161722,60.89708528089688,8.108085237016779,59.78021368163556,5.4240859727993955
63.0,1.0,39545.700960228096,25524.704333024274,140.16223169646176,2035.3351679660684,62.086664632725736,8.443460804413105,58.90051115790034,4.893202587644614
64.0,1.0,39723.53360915299,21500.738734963845,145.66623600375934,2179.898966590361,61.83724587093229,8.800738265664117,66.42025802224701,5.043690613529737
65.0,1.0,39885.668029314795,17454.060235848316,142.08120635933997,1885.7458085221326,60.64690670344522,8.29079182809691,60.34800205453024,5.253706811417632
66.0,1.0,40058.131995643795,13441.865806710886,151.02973422650408,1865.0503056396678,60.25069845193341,8.144492430512113,62.65588761594022,5.777508227627029
67.0,1.0,40214.99464584998,9414.568235358374,144.2325681665333,2057.067970747381,61.42957737544128,9.782758145884547,80.16420938105475,5.56173871569403
68.0,1.0,40380.916200547894,5400.995603233729,152.13878228227054,1942.989416973881,60.75274922044322,8.25123811012018,64.04445444274687,5.700875873019752
89.0,1.0,117969.23972032967,44427.574722042744,142.00546193988833,2145.5266258009183,56.459082830883666,5.184610092793272,24.532294700009622,3.8472111517499874
90.0,1.0,118136.6494935249,40377.81778176949,147.25942232890458,2281.8602455133796,56.0247968641858,7.553376337855078,42.1492907459254,4.543995230630413
91.0,1.0,118311.1100895082,36339.917087521244,141.01979418182478,2041.5565343459143,56.05075063695819,6.501278885722464,33.05964343523031,4.308698651219773
92.0,1.0,118483.83241618583,32292.569813307797,140.5219109436562,2267.116170985825,56.38799606243314,6.433776174907309,36.12897542386871,3.9594446435948787
93.0,1.0,118648.21006162735,28240.711832436467,142.46218438167074,1936.2414467334092,54.887820764962015,5.66778301211162,29.776132220704188,4.2817766278881235
94.0,1.0,118831.83960531125,24210.257216940372,145.5826720077117,2474.3423792728377,56.65581760391288,8.988927925173883,63.4137058693328,4.613770233052937
95.0,1.0,119001.66630446831,20170.24039307371,144.86179021749618,2401.5411332453905,54.62074081137603,7.522487017728315,46.57186009501673,4.258231226691594
96.0,1.0,119172.40890370774,16117.202823328294,144.4784477792861,2258.6451815837763,55.19519820223129,7.159927424204851,43.249827546626726,4.333930954325015
97.0,1.0,119348.01464925187,12086.798683541605,146.21181754499062,1992.0363199657527,54.797757077505345,7.178883669587355,52.004326797348966,4.85450066867552
98.0,1.0,119524.13940897035,8056.886868807683,144.4879016666875,2129.9309034072417,54.96256324386571,7.69162118227257,55.00470125181954,4.6989938700473015
99.0,1.0,119695.2169010629,4008.1973939387613,142.01912530705167,1837.8147031629626,56.28332656389849,6.790066540999523,48.0506068486259,4.801823958480665
